1700.   316.00   0.28 0.0 0.100E+06  0.00  1.00  1.00  Teff, grav(MKS), Y, f_sed, kz_min, [Fe/H], C/O, f_hole 
  1   0.0001778    727.04 8.7422E+04  0.2959  0.0466
  2   0.0002020    731.13 9.2241E+04  0.2959  0.0466
  3   0.0002294    735.71 9.7277E+04  0.2958  0.0508
  4   0.0002605    740.65 9.4602E+04  0.2958  0.0536
  5   0.0002959    745.83 9.1302E+04  0.2957  0.0549
  6   0.0003361    751.08 8.8555E+04  0.2956  0.0555
  7   0.0003817    756.44 8.6176E+04  0.2956  0.0567
  8   0.0004336    762.01 8.4045E+04  0.2955  0.0583
  9   0.0004924    767.75 8.2088E+04  0.2954  0.0595
 10   0.0005593    773.65 8.0338E+04  0.2952  0.0601
 11   0.0006352    779.60 7.8820E+04  0.2951  0.0599
 12   0.0007215    785.53 7.7457E+04  0.2950  0.0594
 13   0.0008194    791.49 7.6173E+04  0.2949  0.0594
 14   0.0009307    797.51 7.8760E+04  0.2948  0.0585
 15   0.0010570    803.37 8.3055E+04  0.2947  0.0568
 16   0.0012005    809.13 8.7795E+04  0.2945  0.0564
 17   0.0013635    814.99 9.3015E+04  0.2944  0.0569
 18   0.0015487    820.94 9.8740E+04  0.2943  0.0577
 19   0.0017589    827.04 1.0503E+05  0.2942  0.0586
 20   0.0019977    833.28 1.1195E+05  0.2941  0.0594
 21   0.0022690    839.66 1.1960E+05  0.2939  0.0596
 22   0.0025770    846.02 1.2796E+05  0.2938  0.0585
 23   0.0029269    852.26 1.3695E+05  0.2937  0.0566
 24   0.0033243    858.31 1.4643E+05  0.2935  0.0553
 25   0.0037757    864.35 1.5632E+05  0.2934  0.0557
 26   0.0042883    870.58 1.6670E+05  0.2932  0.0571
 27   0.0048706    877.00 1.7772E+05  0.2931  0.0585
 28   0.0055319    883.63 1.8959E+05  0.2929  0.0597
 29   0.0062829    890.43 2.0251E+05  0.2927  0.0606
 30   0.0071360    897.38 2.1677E+05  0.2925  0.0613
 31   0.0081049    904.44 2.3274E+05  0.2924  0.0620
 32   0.0092053    911.66 2.5089E+05  0.2922  0.0615
 33   0.0104551    918.72 2.7141E+05  0.2920  0.0600
 34   0.0118747    925.68 2.9400E+05  0.2918  0.0597
 35   0.0134869    932.79 3.1844E+05  0.2916  0.0609
 36   0.0153181    940.14 3.4473E+05  0.2914  0.0628
 37   0.0173979    947.82 3.7321E+05  0.2911  0.0651
 38   0.0197600    955.85 4.0432E+05  0.2909  0.0674
 39   0.0224429    964.24 4.3863E+05  0.2907  0.0698
 40   0.0254900    972.99 4.7690E+05  0.2905  0.0719
 41   0.0289509    982.06 5.2005E+05  0.2902  0.0730
 42   0.0328817    991.24 5.6900E+05  0.2899  0.0741
 43   0.0373461   1000.77 6.2395E+05  0.2897  0.0774
 44   0.0424167   1010.98 6.8515E+05  0.2894  0.0818
 45   0.0481757   1021.85 7.5150E+05  0.2891  0.0861
 46   0.0547167   1033.39 8.2195E+05  0.2887  0.0904
 47   0.0621457   1045.63 8.9650E+05  0.2882  0.0945
 48   0.0705835   1058.55 9.7560E+05  0.2878  0.0981
 49   0.0801668   1072.08 1.0600E+06  0.2874  0.1011
 50   0.0910513   1086.15 1.1513E+06  0.2870  0.1034
 51   0.1034136   1100.67 1.2509E+06  0.2865  0.1062
 52   0.1174544   1115.92 1.3557E+06  0.2860  0.1108
 53   0.1334015   1132.16 1.4626E+06  0.2855  0.1164
 54   0.1515138   1149.48 1.5704E+06  0.2849  0.1222
 55   0.1720853   1167.94 1.6790E+06  0.2842  0.1282
 56   0.1954499   1187.61 1.7879E+06  0.2836  0.1342
 57   0.2219867   1208.54 1.8964E+06  0.2828  0.1405
 58   0.2521265   1230.86 2.0012E+06  0.2821  0.1474
 59   0.2863585   1254.74 2.0995E+06  0.2813  0.1555
 60   0.3252382   1280.57 2.1903E+06  0.2804  0.1656
 61   0.3693968   1308.77 2.2742E+06  0.2794  0.1759
 62   0.4195509   1339.22 2.3519E+06  0.2783  0.1850
 63   0.4765146   1371.91 2.4238E+06  0.2771  0.1936
 64   0.5412124   1406.89 2.4899E+06  0.2759  0.2018
 65   0.6146945   1444.25 2.5454E+06  0.2746  0.2103
 66   0.6981534   1484.29 2.5918E+06  0.2729  0.2268
 67   0.7929438   1530.10 2.8124E+06  0.2713  0.2540
 68   0.9006042   1583.47 5.3475E+06  0.2694  0.2690
 69   1.0228820   1638.56 1.0818E+07  0.2673  0.2672
 70   1.1617618   1694.95 1.9420E+07  0.2644  0.2645
 71   1.3194977   1752.74 3.0118E+07  0.2621  0.2622
 72   1.4986499   1811.95 4.4883E+07  0.2596  0.2593
 73   1.7021262   1872.37 6.4296E+07  0.2555  0.2558
 74   1.9332290   1933.89 8.7851E+07  0.2520  0.2521
 75   2.1957093   1996.51 1.1490E+08  0.2485  0.2487
 76   2.4938275   2060.29 1.4508E+08  0.2438  0.2443
 77   2.8324220   2124.63 1.7318E+08  0.2384  0.2389
 78   3.2169885   2189.48 2.0292E+08  0.2332  0.2338
 79   3.6537688   2254.94 2.3379E+08  0.2286  0.2288
 80   4.1498520   2320.84 2.6534E+08  0.2219  0.2226
 81   4.7132900   2386.47 2.9576E+08  0.2149  0.2158
 82   5.3532277   2451.92 3.2381E+08  0.2086  0.2096
 83   6.0800516   2517.32 3.4885E+08  0.2031  0.2042
 84   6.9055587   2582.76 3.7120E+08  0.1972  0.1983
 85   7.8431473   2647.66 3.9288E+08  0.1908  0.1926
 86   8.9080352   2712.60 4.0877E+08  0.1855  0.1882
 87  10.1175061   2777.61 4.2102E+08  0.1809  0.1838
 88  11.4911906   2842.53 4.3331E+08  0.1765  0.1794
 89  13.0513843   2907.43 4.4589E+08  0.1724  0.1754
 90  14.8234104   2972.39 4.5813E+08  0.1684  0.1717
 91  16.8360297   3037.36 4.7453E+08  0.1646  0.1717
