1400.  3160.00   0.28 0.0 0.100E+06  0.00  1.00  1.00  Teff, grav(MKS), Y, f_sed, kz_min, [Fe/H], C/O, f_hole
 70   7.9968676   1526.80 6.4411E+03  0.2718  0.1846 1.4861E-04
 71   9.3401430   1571.94 6.4456E+03  0.2703  0.1876 1.6860E-04
 72  10.9090554   1619.44 6.4521E+03  0.2687  0.1917 1.9114E-04
 73  12.7415062   1670.33 6.4609E+03  0.2669  0.1992 2.1643E-04
 74  14.8817633   1725.84 6.4731E+03  0.2650  0.2105 2.4468E-04
 75  17.3815305   1790.58 4.1073E+06  0.2630  0.2372 2.7550E-04
 76  20.3011965   1864.88 1.6997E+07  0.2603  0.2618 3.0906E-04
 77  23.7112941   1941.38 3.9097E+07  0.2574  0.2589 3.4683E-04
 78  27.6942035   2020.14 7.2882E+07  0.2547  0.2561 3.8934E-04
 79  32.3461429   2101.08 1.0966E+08  0.2509  0.2530 4.3735E-04
 80  37.7794928   2183.99 1.3357E+08  0.2473  0.2493 4.9149E-04
 81  44.1255107   2268.97 1.5037E+08  0.2439  0.2458 5.5249E-04
 82  51.5375022   2355.80 1.6220E+08  0.2390  0.2419 6.2137E-04
 83  60.1945245   2444.12 1.7109E+08  0.2343  0.2370 6.9924E-04
 84  70.3057119   2534.06 1.7887E+08  0.2302  0.2327 7.8735E-04
 85  82.1153280   2625.48 1.8566E+08  0.2247  0.2282 8.8710E-04
 86  95.9086667   2717.80 1.9133E+08  0.2192  0.2226 1.0003E-03
 87 112.0189443   2811.19 1.9606E+08  0.2145  0.2176 1.1283E-03
 88 130.8353490   2905.77 2.0013E+08  0.2095  0.2131 1.2730E-03
 89 152.8124430   3001.01 2.0350E+08  0.2042  0.2077 1.4384E-03
 90 178.4811439   3097.01 2.0632E+08  0.1995  0.2028 1.6241E-03
 91 208.4615500   3193.84 2.1778E+08  0.1952  0.1983 1.8370E-03
