1600.   178.00   0.28 0.0 0.100E+06  0.00  1.00  1.00  Teff, grav(MKS), Y, f_sed, kz_min, [Fe/H], C/O, f_hole 
  1   0.0001778    716.28 1.1751E+05  0.0000  0.0000
  2   0.0002043    720.20 1.2476E+05  0.2961  0.0395
  3   0.0002348    724.81 1.3294E+05  0.2960  0.0460
  4   0.0002698    729.83 1.2845E+05  0.2960  0.0499
  5   0.0003100    735.07 1.2368E+05  0.2959  0.0517
  6   0.0003563    740.41 1.2012E+05  0.2959  0.0525
  7   0.0004094    745.95 1.1722E+05  0.2958  0.0542
  8   0.0004704    751.72 1.1470E+05  0.2957  0.0559
  9   0.0005406    757.68 1.1238E+05  0.2956  0.0574
 10   0.0006212    763.83 1.1021E+05  0.2955  0.0586
 11   0.0007138    770.10 1.0826E+05  0.2953  0.0592
 12   0.0008202    776.40 1.0647E+05  0.2952  0.0590
 13   0.0009425    782.70 1.0740E+05  0.2951  0.0585
 14   0.0010830    788.88 1.0506E+05  0.2950  0.0576
 15   0.0012445    794.94 1.0295E+05  0.2949  0.0563
 16   0.0014300    800.93 1.0934E+05  0.2947  0.0545
 17   0.0016432    807.26 1.1641E+05  0.2946  0.0570
 18   0.0018882    813.77 1.2420E+05  0.2944  0.0582
 19   0.0021698    820.47 1.3281E+05  0.2943  0.0595
 20   0.0024933    827.37 1.4240E+05  0.2942  0.0606
 21   0.0028650    834.37 1.5317E+05  0.2940  0.0609
 22   0.0032921    841.06 1.6496E+05  0.2939  0.0579
 23   0.0037830    847.57 1.7746E+05  0.2937  0.0559
 24   0.0043470    854.27 1.9067E+05  0.2936  0.0571
 25   0.0049951    861.19 2.0465E+05  0.2935  0.0584
 26   0.0057399    868.34 2.1955E+05  0.2933  0.0599
 27   0.0065957    875.75 2.3564E+05  0.2931  0.0614
 28   0.0075791    883.43 2.5350E+05  0.2929  0.0629
 29   0.0087091    891.30 2.7400E+05  0.2927  0.0641
 30   0.0100076    899.17 2.9799E+05  0.2925  0.0634
 31   0.0114997    906.95 3.2599E+05  0.2923  0.0620
 32   0.0132142    914.97 3.5843E+05  0.2921  0.0635
 33   0.0151844    923.45 3.9589E+05  0.2919  0.0665
 34   0.0174483    932.36 4.3849E+05  0.2916  0.0692
 35   0.0200498    941.73 4.8638E+05  0.2914  0.0721
 36   0.0230391    951.67 5.4050E+05  0.2911  0.0756
 37   0.0264741    962.17 6.0230E+05  0.2908  0.0790
 38   0.0304213    973.00 6.7330E+05  0.2905  0.0806
 39   0.0349570    984.14 7.5430E+05  0.2902  0.0820
 40   0.0401689    995.90 8.4590E+05  0.2898  0.0856
 41   0.0461579   1008.46 9.4875E+05  0.2895  0.0903
 42   0.0530399   1021.83 1.0629E+06  0.2891  0.0948
 43   0.0609479   1035.97 1.1875E+06  0.2886  0.0990
 44   0.0700350   1050.85 1.3235E+06  0.2881  0.1028
 45   0.0804769   1066.45 1.4737E+06  0.2876  0.1061
 46   0.0924756   1082.71 1.6423E+06  0.2871  0.1090
 47   0.1062633   1099.54 1.8326E+06  0.2866  0.1111
 48   0.1221067   1117.40 2.0375E+06  0.2860  0.1160
 49   0.1403123   1136.61 2.2492E+06  0.2854  0.1228
 50   0.1612323   1157.37 2.4633E+06  0.2847  0.1303
 51   0.1852713   1179.77 2.6778E+06  0.2839  0.1380
 52   0.2128944   1203.85 2.8915E+06  0.2831  0.1455
 53   0.2446360   1229.67 3.0960E+06  0.2822  0.1528
 54   0.2811102   1257.35 3.2858E+06  0.2813  0.1602
 55   0.3230225   1287.23 3.4579E+06  0.2802  0.1690
 56   0.3711837   1319.90 3.6144E+06  0.2790  0.1804
 57   0.4265256   1355.25 3.7574E+06  0.2777  0.1902
 58   0.4901187   1393.31 3.8867E+06  0.2765  0.1994
 59   0.5631932   1434.22 4.0002E+06  0.2751  0.2082
 60   0.6471628   1478.15 4.0586E+06  0.2732  0.2170
 61   0.7436519   1529.66 4.4056E+06  0.2713  0.2525
 62   0.8545272   1588.53 7.3294E+06  0.2693  0.2702
 63   0.9819334   1648.83 1.6016E+07  0.2665  0.2679
 64   1.1283354   1710.75 2.7642E+07  0.2639  0.2652
 65   1.2965652   1774.35 4.3563E+07  0.2611  0.2624
 66   1.4898774   1839.68 6.0465E+07  0.2585  0.2612
 67   1.7120116   1906.29 9.0199E+07  0.2530  0.2543
 68   1.9672650   1974.23 1.1673E+08  0.2499  0.2520
 69   2.2605755   2043.46 1.4248E+08  0.2452  0.2476
 70   2.5976174   2113.36 1.7073E+08  0.2385  0.2413
 71   2.9849107   2184.01 1.9594E+08  0.2333  0.2367
 72   3.4299477   2255.32 2.2097E+08  0.2281  0.2312
 73   3.9413379   2327.15 2.4545E+08  0.2207  0.2256
 74   4.5289740   2398.62 2.6766E+08  0.2131  0.2177
 75   5.2042241   2469.85 2.8677E+08  0.2063  0.2106
 76   5.9801510   2541.02 3.0281E+08  0.2004  0.2044
 77   6.8717652   2611.98 3.1615E+08  0.1934  0.1982
 78   7.8963152   2682.31 3.2683E+08  0.1867  0.1912
 79   9.0736210   2752.12 3.3541E+08  0.1807  0.1849
 80  10.4264580   2821.55 3.4247E+08  0.1753  0.1793
 81  11.9809970   2890.68 3.4819E+08  0.1705  0.1742
 82  13.7673110   2959.68 3.5288E+08  0.1662  0.1698
 83  15.8199565   3028.56 3.5673E+08  0.1621  0.1656
 84  18.1786424   3097.31 3.5989E+08  0.1582  0.1616
 85  20.8889980   3165.94 3.6245E+08  0.1545  0.1577
 86  24.0034557   3234.55 3.6446E+08  0.1520  0.1543
 87  27.5822654   3303.78 3.6636E+08  0.1501  0.1524
 88  31.6946598   3373.87 3.6866E+08  0.1482  0.1510
 89  36.4201942   3443.33 3.6174E+08  0.1461  0.1485
 90  41.8502849   3514.11 3.6264E+08  0.1441  0.1464
 91  48.0899783   3585.34 3.6616E+08  0.1421  0.1444
