1200.   100.00   0.28 0.0 0.100E+06  0.00  1.00  1.00  Teff, grav(MKS), Y, f_sed, kz_min, [Fe/H], C/O, f_hole
  1   0.0001778    565.41 9.0955E+04  0.0000  0.0000 8.9322E-09
  2   0.0002050    567.47 9.8132E+04  0.2978  0.0257 1.0258E-08
  3   0.0002363    570.14 1.0734E+05  0.2977  0.0330 1.1769E-08
  4   0.0002724    573.20 1.0244E+05  0.2977  0.0377 1.3493E-08
  5   0.0003139    576.59 9.8669E+04  0.2977  0.0415 1.5462E-08
  6   0.0003619    580.29 9.6278E+04  0.2977  0.0450 1.7710E-08
  7   0.0004171    584.22 9.4447E+04  0.2976  0.0475 2.0279E-08
  8   0.0004808    588.35 9.2922E+04  0.2976  0.0496 2.3212E-08
  9   0.0005542    592.64 9.1598E+04  0.2976  0.0512 2.6563E-08
 10   0.0006388    597.09 9.0423E+04  0.2975  0.0526 3.0392E-08
 11   0.0007364    601.67 8.9369E+04  0.2975  0.0538 3.4766E-08
 12   0.0008488    606.38 8.8416E+04  0.2975  0.0549 3.9763E-08
 13   0.0009784    611.22 8.7551E+04  0.2974  0.0559 4.5472E-08
 14   0.0011278    616.15 8.6762E+04  0.2974  0.0566 5.1994E-08
 15   0.0013000    621.19 8.6042E+04  0.2973  0.0573 5.9443E-08
 16   0.0014985    626.34 8.5384E+04  0.2973  0.0582 6.7951E-08
 17   0.0017273    631.62 8.4782E+04  0.2973  0.0591 7.7667E-08
 18   0.0019910    637.03 8.4229E+04  0.2972  0.0600 8.8760E-08
 19   0.0022950    642.57 8.3722E+04  0.2971  0.0610 1.0142E-07
 20   0.0026454    648.27 8.3253E+04  0.2971  0.0621 1.1588E-07
 21   0.0030493    654.15 8.2815E+04  0.2970  0.0636 1.3238E-07
 22   0.0035148    660.29 8.2404E+04  0.2969  0.0657 1.5118E-07
 23   0.0040515    666.69 8.2019E+04  0.2969  0.0679 1.7260E-07
 24   0.0046701    673.38 8.1661E+04  0.2968  0.0702 1.9698E-07
 25   0.0053831    680.33 8.1332E+04  0.2967  0.0723 2.2473E-07
 26   0.0062050    687.56 8.1029E+04  0.2966  0.0744 2.5632E-07
 27   0.0071524    695.07 8.0753E+04  0.2965  0.0764 2.9225E-07
 28   0.0082445    702.87 8.0501E+04  0.2964  0.0786 3.3312E-07
 29   0.0095032    711.01 8.0270E+04  0.2964  0.0810 3.7958E-07
 30   0.0109542    719.47 8.0059E+04  0.2962  0.0833 4.3237E-07
 31   0.0126267    728.40 7.9863E+04  0.2961  0.0868 4.9225E-07
 32   0.0145546    738.02 7.9683E+04  0.2959  0.0924 5.6002E-07
 33   0.0167769    748.37 7.9518E+04  0.2957  0.0980 6.3660E-07
 34   0.0193384    759.45 7.9370E+04  0.2955  0.1034 7.2309E-07
 35   0.0222910    771.26 7.9239E+04  0.2954  0.1086 8.2072E-07
 36   0.0256945    783.79 7.9124E+04  0.2952  0.1135 9.3089E-07
 37   0.0296176    797.04 7.9024E+04  0.2949  0.1180 1.0552E-06
 38   0.0341397    810.93 7.8939E+04  0.2946  0.1215 1.1953E-06
 39   0.0393522    825.38 7.8867E+04  0.2943  0.1243 1.3534E-06
 40   0.0453606    840.46 7.8807E+04  0.2940  0.1275 1.5318E-06
 41   0.0522864    856.24 7.8756E+04  0.2936  0.1309 1.7330E-06
 42   0.0602696    872.79 7.8714E+04  0.2933  0.1347 1.9596E-06
 43   0.0694717    890.20 7.8679E+04  0.2929  0.1390 2.2147E-06
 44   0.0800788    908.51 7.8650E+04  0.2924  0.1433 2.5014E-06
 45   0.0923054    927.48 7.8626E+04  0.2919  0.1454 2.8243E-06
 46   0.1063989    947.24 7.8606E+04  0.2913  0.1484 3.1874E-06
 47   0.1226441    967.12 7.8590E+04  0.2908  0.1462 3.5979E-06
 48   0.1413697    987.53 7.8576E+04  0.2902  0.1470 4.0613E-06
 49   0.1629544   1008.75 7.8565E+04  0.2896  0.1496 4.5829E-06
 50   0.1878347   1030.62 7.8556E+04  0.2889  0.1509 5.1704E-06
 51   0.2165138   1053.50 7.8549E+04  0.2881  0.1545 5.8307E-06
 52   0.2495717   1077.57 7.8543E+04  0.2874  0.1590 6.5715E-06
 53   0.2876769   1102.79 7.8539E+04  0.2866  0.1628 7.4027E-06
 54   0.3316001   1128.68 7.8536E+04  0.2858  0.1633 8.3361E-06
 55   0.3822297   1154.98 7.8535E+04  0.2848  0.1621 9.3888E-06
 56   0.4405895   1182.22 7.8535E+04  0.2839  0.1640 1.0572E-05
 57   0.5078598   1210.60 7.8536E+04  0.2829  0.1670 1.1901E-05
 58   0.5854011   1240.17 7.8537E+04  0.2819  0.1698 1.3392E-05
 59   0.6747816   1270.81 7.8538E+04  0.2808  0.1718 1.5065E-05
 60   0.7778090   1302.44 7.8540E+04  0.2797  0.1730 1.6944E-05
 61   0.8965668   1335.14 7.8542E+04  0.2785  0.1745 1.9053E-05
 62   1.0334569   1369.10 7.8544E+04  0.2773  0.1768 2.1417E-05
 63   1.1912477   1404.97 7.8547E+04  0.2760  0.1820 2.4056E-05
 64   1.3731305   1443.21 7.8549E+04  0.2747  0.1890 2.6994E-05
 65   1.5827835   1484.18 7.8553E+04  0.2732  0.1970 3.0256E-05
 66   1.8244469   1528.38 7.8557E+04  0.2716  0.2065 3.3868E-05
 67   2.1030081   1576.48 7.8563E+04  0.2699  0.2181 3.7849E-05
 68   2.4241006   1631.65 1.9229E+06  0.2680  0.2421 4.2158E-05
 69   2.7942185   1694.71 8.9078E+06  0.2655  0.2669 4.6794E-05
 70   3.2208468   1759.57 2.1073E+07  0.2630  0.2643 5.1966E-05
 71   3.7126138   1826.29 3.6712E+07  0.2603  0.2619 5.7728E-05
 72   4.2794651   1894.67 5.3465E+07  0.2568  0.2587 6.4156E-05
 73   4.9328647   1964.65 6.8670E+07  0.2535  0.2553 7.1331E-05
 74   5.6860269   2036.32 7.8968E+07  0.2502  0.2521 7.9337E-05
 75   6.5541839   2109.31 8.6151E+07  0.2450  0.2478 8.8276E-05
 76   7.5548933   2183.38 9.1385E+07  0.2402  0.2429 9.8277E-05
 77   8.7083935   2258.63 9.5423E+07  0.2359  0.2385 1.0947E-04
 78  10.0380131   2334.89 9.9122E+07  0.2296  0.2337 1.2201E-04
 79  11.5706423   2411.44 1.0223E+08  0.2233  0.2270 1.3608E-04
 80  13.3372773   2488.40 1.0480E+08  0.2176  0.2211 1.5188E-04
 81  15.3736465   2565.93 1.0704E+08  0.2121  0.2159 1.6961E-04
 82  17.7209338   2643.49 1.0892E+08  0.2052  0.2096 1.8955E-04
 83  20.4266108   2720.85 1.1047E+08  0.1989  0.2030 2.1200E-04
 84  23.5453974   2798.19 1.1175E+08  0.1934  0.1972 2.3725E-04
 85  27.1403683   2875.65 1.1283E+08  0.1884  0.1922 2.6573E-04
 86  31.2842284   2953.06 1.1372E+08  0.1831  0.1869 2.9776E-04
 87  36.0607835   3030.41 1.1445E+08  0.1783  0.1820 3.3366E-04
 88  41.5666352   3107.79 1.1506E+08  0.1740  0.1775 3.7407E-04
 89  47.9131342   3185.23 1.1556E+08  0.1699  0.1732 4.1950E-04
 90  55.2286328   3262.93 1.1597E+08  0.1668  0.1696 4.7063E-04
 91  63.6610802   3341.20 1.1762E+08  0.1641  0.1668 5.2829E-04
