1.821310361800000010e+03 4.910666252398445120e-01
1.821319468374575536e+03 4.832049482807771468e-01
1.821328574994683549e+03 4.721219946041589344e-01
1.821337681660325416e+03 4.589321439563673333e-01
1.821346788371500452e+03 4.438918942215217545e-01
1.821355895128209340e+03 4.266595707605229659e-01
1.821365001930451854e+03 4.078754721852114740e-01
1.821374108778228674e+03 3.867650733511003303e-01
1.821383215671539801e+03 3.631724564458063131e-01
1.821392322610385463e+03 3.361350744220363840e-01
1.821401429594765887e+03 3.068416076124240721e-01
1.821410536624681527e+03 2.742096797939860275e-01
1.821419643700132383e+03 2.389641614414328430e-01
1.821428750821118228e+03 2.008074207839753433e-01
1.821437857987640427e+03 1.616785078428152889e-01
1.821446965199698298e+03 1.216813037017720756e-01
1.821456072457292748e+03 8.442913454787245864e-02
1.821465179760423098e+03 5.152017038907136248e-02
1.821474287109090255e+03 2.672304422458365858e-02
1.821483394503294221e+03 1.071928188193509851e-02
1.821492501943035450e+03 3.021928948847542318e-03
1.821501609428313941e+03 5.419839266087722466e-04
1.821510716959129923e+03 5.142499046115702106e-05
1.821519824535483622e+03 2.276013477019725250e-06
1.821528932157375266e+03 4.048156613453454617e-08
1.821538039824804855e+03 2.560102679932660287e-10
1.821547147537773526e+03 3.677929034533165141e-11
1.821556255296280369e+03 6.655433621657121979e-09
1.821565363100326522e+03 4.508164245562774080e-07
1.821574470949911529e+03 1.488885911220672240e-05
1.821583578845036300e+03 2.215303918892690572e-04
1.821592686785700153e+03 1.513555507088385800e-03
1.821601794771903997e+03 6.342417420618954096e-03
1.821610902803648059e+03 1.793388729378934260e-02
1.821620010880931886e+03 3.772508783321736059e-02
1.821629119003756841e+03 6.564086232760205086e-02
1.821638227172122015e+03 9.838260919488445166e-02
1.821647335386028772e+03 1.346474804874755460e-01
1.821656443645475974e+03 1.707017203182851217e-01
1.821665551950465215e+03 2.056649331719477836e-01
1.821674660300995811e+03 2.383060970019944547e-01
1.821683768697068217e+03 2.680931840054674442e-01
1.821692877138682661e+03 2.933065743878187082e-01
1.821701985625839598e+03 3.142307898645384512e-01
1.821711094158539026e+03 3.308263666080341059e-01
1.821720202736781403e+03 3.439818169569128781e-01
1.821729311360566498e+03 3.526451673664812714e-01
1.821738420029895224e+03 3.551800698786978794e-01
1.821747528744766896e+03 3.487029131727308329e-01
1.821756637505182653e+03 3.317832358640953050e-01
1.821765746311142266e+03 3.124536177728354236e-01
1.821774855162645736e+03 3.070890686272459424e-01
1.821783964059693744e+03 3.235440451740380641e-01
1.821793073002286292e+03 3.480940603934672417e-01
1.821802181990424060e+03 3.655047353913855046e-01
1.821811291024106367e+03 3.738340493720839763e-01
1.821820400103334123e+03 3.750961202219033619e-01
1.821829509228107327e+03 3.714680654904125578e-01
1.821838618398426433e+03 3.646555409585562346e-01
1.821847727614291443e+03 3.551288518611065426e-01
1.821856836875702811e+03 3.433791844607494426e-01
1.821865946182660537e+03 3.291186266790536719e-01
1.821875055535164847e+03 3.125885085472361880e-01
1.821884164933215970e+03 2.931859321911632343e-01
1.821893274376814134e+03 2.706891489628673875e-01
1.821902383865959791e+03 2.448937533671901035e-01
1.821911493400652944e+03 2.201614031739375643e-01
1.821920602980893818e+03 1.990418271584648013e-01
1.821929712606682870e+03 1.789926329598954813e-01
1.821938822278020098e+03 1.564215573671093318e-01
1.821947931994905730e+03 1.324571164762362863e-01
1.821957041757339994e+03 1.077844419706708717e-01
1.821966151565323116e+03 8.429231188828659183e-02
1.821975261418855553e+03 6.225918042273213132e-02
1.821984371317937303e+03 4.315380273002793199e-02
1.821993481262569048e+03 2.732593563436609002e-02
1.822002591252750335e+03 1.560300752370153560e-02
1.822011701288481390e+03 7.572766952638238132e-03
1.822020811369763123e+03 2.994873908135111708e-03
1.822029921496595307e+03 8.978030299462994241e-04
1.822039031668978396e+03 1.984522523998193642e-04
1.822048141886912163e+03 3.332734376254786805e-05
1.822057252150397062e+03 3.466606092127583122e-06
1.822066362459433549e+03 1.940546179019965048e-07
1.822075472814021850e+03 5.320487130519355204e-09
1.822084583214161739e+03 6.148680721848020141e-11
1.822093693659853898e+03 2.436377760199850213e-13
1.822102804151098780e+03 1.422411544546836811e-17
1.822111914687895705e+03 7.603742145728654065e-18
1.822121025270245582e+03 1.593643450794678367e-14
1.822130135898148410e+03 2.084367150556841412e-11
1.822139246571604644e+03 2.489665827785139517e-09
1.822148357290614285e+03 9.165136552712462240e-08
1.822157468055177787e+03 1.852254678340336311e-06
1.822166578865294923e+03 2.151304992868675013e-05
1.822175689720966375e+03 1.312178430696067893e-04
1.822184800622191915e+03 5.272474800637172963e-04
1.822193911568972680e+03 1.564111815846857927e-03
1.822203022561307989e+03 4.004544629881918831e-03
1.822212133599198069e+03 9.381209379624432312e-03
1.822221244682643828e+03 1.903970078338515504e-02
1.822230355811645268e+03 3.375471555569559134e-02
1.822239466986202160e+03 5.251138245350765732e-02
1.822248578206315187e+03 7.500313125899590871e-02
1.822257689471984122e+03 9.952963517787724590e-02
1.822266800783210101e+03 1.260950152233921984e-01
1.822275912139992215e+03 1.528749976424497725e-01
1.822285023542331373e+03 1.796864795881289723e-01
1.822294134990227576e+03 2.052869755933419138e-01
1.822303246483681278e+03 2.294023158893912506e-01
1.822312358022692706e+03 2.504147211081594881e-01
1.822321469607261633e+03 2.675300872326376034e-01
1.822330581237388742e+03 2.787105791482507589e-01
1.822339692913074259e+03 2.797080469333032005e-01
1.822348804634317730e+03 2.601668083653002617e-01
1.822357916401120519e+03 2.049670608203202349e-01
1.822367028213482172e+03 1.184886089119348007e-01
1.822376140071402688e+03 4.649187420472641885e-02
1.822385251974882749e+03 5.160579861541499114e-02
1.822394363923922583e+03 1.413035158547981673e-01
1.822403475918522190e+03 2.562162416268412013e-01
1.822412587958681797e+03 3.451127680428561217e-01
1.822421700044402087e+03 3.986547118943792878e-01
1.822430812175682377e+03 4.311612672645974698e-01
1.822439924352523803e+03 4.536957699962274604e-01
1.822449036574925685e+03 4.727282137041699528e-01
1.822458148842889386e+03 4.876001416276413147e-01
1.822467261156414452e+03 4.985991391553141194e-01
1.822476373515501336e+03 5.063176426327659074e-01
1.822485485920149586e+03 5.115487713822367555e-01
1.822494598370360336e+03 5.144826003184939101e-01
1.822503710866133360e+03 5.152360669143272176e-01
1.822512823407468886e+03 5.139890662397750276e-01
1.822521935994367595e+03 5.109901050844720682e-01
1.822531048626829033e+03 5.056387517080758176e-01
1.822540161304854109e+03 4.971996535383605420e-01
1.822549274028442369e+03 4.862108965936291494e-01
1.822558386797594267e+03 4.727981488841897506e-01
1.822567499612310257e+03 4.556534352488020856e-01
1.822576612472590341e+03 4.309338880025663232e-01
1.822585725378435200e+03 3.958444109005939682e-01
1.822594838329844379e+03 3.511976569020627270e-01
1.822603951326818560e+03 3.159130442995242705e-01
1.822613064369357517e+03 3.030496885573999988e-01
1.822622177457462385e+03 2.962059005282807744e-01
1.822631290591132483e+03 2.779645880687380277e-01
1.822640403770368493e+03 2.475764340306199629e-01
1.822649516995170188e+03 2.093184785279637028e-01
1.822658630265538477e+03 1.679461628331349043e-01
1.822667743581472905e+03 1.244642784413741987e-01
1.822676856942974155e+03 8.360897276231454844e-02
1.822685970350042226e+03 4.808144610849490047e-02
1.822695083802677800e+03 2.276816872657014268e-02
1.822704197300880423e+03 7.995781738372325503e-03
1.822713310844650550e+03 1.862171178443602047e-03
1.822722424433988863e+03 2.642783664515268986e-04
1.822731538068895361e+03 1.901750069615584942e-05
1.822740651749369817e+03 6.167529489755797928e-07
1.822749765475412914e+03 7.233023064604351876e-09
1.822758879247024652e+03 5.949637376549492231e-09
1.822767993064205257e+03 4.336009135344959957e-07
1.822777106926955184e+03 1.560134262471271857e-05
