# Wlen(nm) Flux Flux_err
1.926627920120252384e+03 7.916326627496930168e-01 4.819858969523970436e-03
1.926634423801349385e+03 7.839736652396889216e-01 4.786529458216564822e-03
1.926640927360969044e+03 7.865072614272250462e-01 4.815654164342658347e-03
1.926647430799107724e+03 7.748669296996543165e-01 4.775863608089333211e-03
1.926653934115761331e+03 7.611242088397844885e-01 4.729285434163924169e-03
1.926660437310926000e+03 7.507619514001291350e-01 4.698477780002180415e-03
1.926666940384597638e+03 7.373037055388950156e-01 4.653572851370900779e-03
1.926673443336772834e+03 7.268648659195406925e-01 4.649819789441479549e-03
1.926679946167447042e+03 7.141323249181281696e-01 4.615179463918785835e-03
1.926686448876616396e+03 6.944133695876670842e-01 4.550473771873025756e-03
1.926692951464277712e+03 6.744266940654114473e-01 4.473706224365175781e-03
1.926699453930425989e+03 6.597473555678703416e-01 4.419603573346021080e-03
1.926705956275058043e+03 6.389574261245415387e-01 4.333444663316195038e-03
1.926712458498169326e+03 6.254978714718140154e-01 4.309341997355853673e-03
1.926718960599756883e+03 5.974387935426019869e-01 4.218880843100367671e-03
1.926725462579815712e+03 5.682751328484092479e-01 4.091430057303846630e-03
1.926731964438342629e+03 5.465413876918105984e-01 4.018867010118640920e-03
1.926738466175333315e+03 5.093320209049991831e-01 3.883629371493411541e-03
1.926744967790784131e+03 4.763838416938738773e-01 3.743272767725643654e-03
1.926751469284690756e+03 4.400743973203691817e-01 3.950522149494453857e-03
1.926757970657049782e+03 3.973881678145245733e-01 3.771479328825504476e-03
1.926764471907856887e+03 3.616686269304594248e-01 3.313858008861768345e-03
1.926770973037107979e+03 3.299411749305769526e-01 3.153798877360892029e-03
1.926777474044799874e+03 2.981566418113182904e-01 2.976295362697454865e-03
1.926783974930928025e+03 2.712795046654209452e-01 2.832740678041370270e-03
1.926790475695488567e+03 2.425560188637914116e-01 2.711607858764831808e-03
1.926796976338477634e+03 2.121519477047286162e-01 2.545631322152015156e-03
1.926803476859891589e+03 1.826553979879549927e-01 2.369916124085465550e-03
1.926809977259725883e+03 1.480061162106430794e-01 2.144555273645062585e-03
1.926816477537977107e+03 1.140623751628716542e-01 1.891117300137279064e-03
1.926822977694641395e+03 8.478700456849529166e-02 1.635250133752529002e-03
1.926829477729714426e+03 5.773720175775319541e-02 1.380376311868530348e-03
1.926835977643192564e+03 3.613038232436437125e-02 1.124779207844759429e-03
1.926842477435071714e+03 1.926671545822596088e-02 8.770950493261127920e-04
1.926848977105348240e+03 9.868690014590076817e-03 6.817497980489636584e-04
1.926855476654017593e+03 6.439696492359591427e-03 6.146715812686622286e-04
1.926861976081076364e+03 3.682377003078390106e-03 5.211211224267035813e-04
1.926868475386520686e+03 4.605630690077039228e-03 5.441587671883731494e-04
1.926874974570346239e+03 3.976863570783098489e-03 5.578859678725088533e-04
1.926881473632549387e+03 1.457680642348876173e-03 4.459186733218528718e-04
1.926887972573126262e+03 7.334220857854000094e-04 4.113550708341851643e-04
1.926894471392072774e+03 1.292187397455194821e-03 4.766876585694083696e-04
1.926900970089385282e+03 2.376818041570794710e-03 5.414343190310634286e-04
1.926907468665059241e+03 4.660949920732486082e-03 5.778475559281220442e-04
1.926913967119091240e+03 3.019146670562183367e-03 4.781599601818543009e-04
1.926920465451477185e+03 2.723225394261782634e-03 4.654595285340838392e-04
1.926926963662213211e+03 6.111215579266112211e-03 5.970394974323375631e-04
1.926933461751295226e+03 1.101446546468618642e-02 7.020445397180176492e-04
1.926939959718719592e+03 2.098621621155586162e-02 8.833829780826959370e-04
1.926946457564482216e+03 3.019453564611112445e-02 1.037600080583234597e-03
1.926952955288579233e+03 4.436890036937722603e-02 1.237389282337945755e-03
1.926959452891006777e+03 6.165176271980703226e-02 1.428332780228214974e-03
1.926965950371760528e+03 7.618023543137986131e-02 1.560719581650612782e-03
1.926972447730837075e+03 9.220774991502705964e-02 1.704269216196422319e-03
1.926978944968232099e+03 1.035323120533918062e-01 1.797067041660766265e-03
1.926985442083942189e+03 1.106671648209542058e-01 1.859323918617843217e-03
1.926991939077963025e+03 1.170272186969805589e-01 1.907572626121175046e-03
1.926998435950290514e+03 1.213196610374219220e-01 1.944672878167751995e-03
1.927004932700921245e+03 1.190500906248384422e-01 1.922239079446618187e-03
1.927011429329850898e+03 1.155821498428331040e-01 1.884304021919971104e-03
1.927017925837075609e+03 1.078758966971681971e-01 1.838538739741929842e-03
1.927024422222591738e+03 9.800056902867182451e-02 1.765248831851188270e-03
1.927030918486394967e+03 8.728400984189219058e-02 1.651233819425343766e-03
1.927037414628481656e+03 7.457921217716763362e-02 1.552250829727074401e-03
1.927043910648847714e+03 6.357543601815444922e-02 1.451977823195545496e-03
1.927050406547489047e+03 5.074559695752327293e-02 1.296380869744174005e-03
1.927056902324402472e+03 3.873128514827758884e-02 1.152989173344219718e-03
1.927063397979583215e+03 2.685896762078215927e-02 9.890673669188992847e-04
1.927069893513027864e+03 1.693543385294928039e-02 8.376768463578828467e-04
1.927076388924732328e+03 1.127654509272230446e-02 7.531917231161264995e-04
1.927082884214692513e+03 9.102973584280641545e-03 7.166738124033234609e-04
1.927089379382904781e+03 6.862698204629398037e-03 6.327763255301313214e-04
1.927095874429365040e+03 3.557312511055012519e-03 5.286081920615169367e-04
1.927102369354069651e+03 4.030805819020554653e-03 5.737422931595379015e-04
1.927108864157014295e+03 3.539511363510075732e-03 5.369781538619704947e-04
1.927115358838195561e+03 1.524225811901434033e-03 4.348185991757191416e-04
1.927121853397608675e+03 8.943442423944654354e-04 4.439308031614401734e-04
1.927128347835250679e+03 1.310723076203050997e-03 5.181085578736439618e-04
1.927134842151117027e+03 1.766319242289642912e-03 4.984249326358108348e-04
1.927141336345204081e+03 3.627515921239209476e-03 5.532961953862737797e-04
1.927147830417507748e+03 3.902703476276707297e-03 6.092240830594072322e-04
1.927154324368024163e+03 2.255871459380878827e-03 5.801278873524518768e-04
1.927160818196749460e+03 4.796230535520263835e-03 6.765235304190961784e-04
1.927167311903679547e+03 3.419852947044046184e-03 5.768804143443227337e-04
1.927173805488811013e+03 2.529606605716476324e-03 6.069446056831129255e-04
1.927180298952139083e+03 2.230241589242178916e-03 5.285351422680580188e-04
1.927186792293660574e+03 1.400812314381838682e-03 5.027107289666106699e-04
1.927193285513371166e+03 1.935171321367676247e-03 5.131001928402560827e-04
1.927199778611267220e+03 1.634384999131514946e-03 5.458199146650400107e-04
1.927206271587344872e+03 1.107599771198240378e-03 5.156478124970810539e-04
1.927212764441599802e+03 3.019709541847511933e-03 6.153465673258604572e-04
1.927219257174028144e+03 4.373707372948481241e-03 5.962342376820365525e-04
1.927225749784626259e+03 6.968595916982665318e-03 6.130091826565800452e-04
1.927232242273390284e+03 8.228833571930421059e-03 6.869372074110633537e-04
1.927238734640316125e+03 5.052488499688957690e-03 5.902546161129303311e-04
1.927245226885399461e+03 5.678853324061755928e-03 6.369349331858514254e-04
1.927251719008637110e+03 7.827118393391865186e-03 7.055431824987310700e-04
1.927258211010024752e+03 5.721499923979186247e-03 6.570670211815127096e-04
1.927264702889558521e+03 4.910305751407453845e-03 6.123770759849862019e-04
1.927271194647234552e+03 6.179122852970545324e-03 6.143238983019014580e-04
1.927277686283048752e+03 3.166414837902561778e-03 5.399876867665452359e-04
1.927284177796997483e+03 5.774171226072557193e-04 4.537421663926100653e-04
1.927290669189076425e+03 2.651778469366420764e-03 5.623533816384733474e-04
1.927297160459282168e+03 2.292704282567200984e-03 5.214120427265591219e-04
1.927303651607610391e+03 8.777526556513173990e-04 4.595050252697241108e-04
1.927310142634057229e+03 1.311905990188556729e-03 4.773074895950273912e-04
1.927316633538619271e+03 8.332915721342018869e-04 4.381238471448413701e-04
1.927323124321291743e+03 1.018862351615259848e-03 4.766064733305604259e-04
1.927329614982071234e+03 3.309538591011827909e-03 5.544219684032775271e-04
1.927336105520953879e+03 2.069479948324173466e-03 4.632150758905209751e-04
1.927342595937935585e+03 2.412471624949575830e-03 4.731399231661225641e-04
1.927349086233012486e+03 2.296718515343123320e-03 5.472682466043496310e-04
1.927355576406180489e+03 3.381888120149070809e-03 5.865037758953720861e-04
1.927362066457436185e+03 9.210205326009621163e-03 6.954632727685273888e-04
1.927368556386775026e+03 1.400280036299476893e-02 7.873664991912021106e-04
1.927375046194193828e+03 2.057596429193286891e-02 9.035121122707788065e-04
1.927381535879688045e+03 3.053396398027366510e-02 1.051823973959611870e-03
1.927388025443253582e+03 4.248040223333791887e-02 1.239779367438313814e-03
1.927394514884887258e+03 6.361486644460839779e-02 1.477482709155220671e-03
1.927401004204584751e+03 9.387283597363323129e-02 1.752144935954979502e-03
1.927407493402341970e+03 1.253154889160542906e-01 1.989782405745354251e-03
1.927413982478155503e+03 1.612170656728952878e-01 2.238989327888180406e-03
1.927420471432021031e+03 1.968543905246433190e-01 2.457654069361439424e-03
1.927426960263934689e+03 2.329582383697622328e-01 2.648979827082741795e-03
1.927433448973892837e+03 2.659668819243810600e-01 2.810589405668996715e-03
1.927439937561891156e+03 3.023723680786228885e-01 3.007561174420089224e-03
1.927446426027926009e+03 3.315646661978199905e-01 3.152170075027941037e-03
1.927452914371993302e+03 3.549373468821752642e-01 3.263653812867334681e-03
1.927459402594089397e+03 3.860174188711105181e-01 3.389340983361939855e-03
1.927465890694209975e+03 4.093166122935579798e-01 3.468902489612329249e-03
1.927472378672351397e+03 4.353423531087942666e-01 3.597032355209415708e-03
1.927478866528509798e+03 4.536924201558211744e-01 3.669464027696969603e-03
1.927485354262680858e+03 4.718823368621235526e-01 3.748689477871380415e-03
1.927491841874861393e+03 4.847902170650315035e-01 3.784913870825014955e-03
1.927498329365046629e+03 5.041994227863155764e-01 3.850986663401762163e-03
1.927504816733233156e+03 5.205187752123420220e-01 3.900291084104741141e-03
1.927511303979417335e+03 5.316523076241801427e-01 3.963245853704607663e-03
1.927517791103594391e+03 5.404990348582644488e-01 3.993251876798047974e-03
1.927524278105761368e+03 5.435280870570928791e-01 3.977536577552703845e-03
1.927530764985913493e+03 5.486548874176065960e-01 4.013008622580064091e-03
1.927537251744047353e+03 5.530500718646180758e-01 4.038726932916653078e-03
1.927543738380158857e+03 5.537163916520682072e-01 4.056834131692763079e-03
1.927550224894244366e+03 5.429574804487546924e-01 3.980691512603667589e-03
1.927556711286299787e+03 5.456297115545480914e-01 3.983428647893860752e-03
1.927563197556321029e+03 5.432800429089108540e-01 3.966690301703769753e-03
1.927569683704304452e+03 5.234983268848758531e-01 3.902131794459907672e-03
1.927576169730245965e+03 5.091502400625922409e-01 3.906748889964224529e-03
1.927582655634141702e+03 4.837545540076012562e-01 3.786382115315305944e-03
1.927589141415987569e+03 4.516486442999877449e-01 3.662800408698251367e-03
1.927595627075779930e+03 4.170816581455201177e-01 3.490633890551476243e-03
1.927602112613514919e+03 3.759218770349115335e-01 3.317234697688999957e-03
1.927608598029188670e+03 3.288097101168940828e-01 3.119973021268976007e-03
1.927615083322796636e+03 2.702083800831508453e-01 2.832542749654213231e-03
1.927621568494335634e+03 2.214904527481067475e-01 2.562054782005158352e-03
1.927628053543801343e+03 1.752313104697348078e-01 2.306215841798255582e-03
1.927634538471190126e+03 1.348234458327564056e-01 2.058006225756094185e-03
1.927641023276497890e+03 1.037576461062409139e-01 1.811524546790272685e-03
1.927647507959720770e+03 7.181421378051548732e-02 1.538433424944884043e-03
1.927653992520854672e+03 4.370278890887298318e-02 1.217596234609241365e-03
1.927660476959895959e+03 2.893565339725288899e-02 1.004580871652474517e-03
1.927666961276840766e+03 1.818667139340468530e-02 8.526610213916403043e-04
1.927673445471684545e+03 1.786496051984616876e-02 8.329570609252524198e-04
1.927679929544424340e+03 2.429366950592084379e-02 9.399366969127737406e-04
1.927686413495055604e+03 4.288324163221313851e-02 1.227725654847965390e-03
1.927692897323574471e+03 7.601004166922800676e-02 1.573376862938444471e-03
1.927699381029977303e+03 1.247591138423645857e-01 1.972158051365665524e-03
1.927705864614260008e+03 1.844151270708710710e-01 2.365434391716124407e-03
1.927712348076418493e+03 2.476125554057209133e-01 2.727029663290225434e-03
1.927718831416449120e+03 3.122414189736278378e-01 3.047313685762008222e-03
1.927725314634348024e+03 3.652016758058631574e-01 3.274520540185134852e-03
1.927731797730110884e+03 4.154086621039337346e-01 3.485443258511779219e-03
1.927738280703734517e+03 4.579143637460771910e-01 3.668963937084311101e-03
1.927744763555214377e+03 4.864724892757088526e-01 3.783350804599420938e-03
1.927751246284546596e+03 5.064012475408767866e-01 3.879336762265810958e-03
1.927757728891727538e+03 5.178337471587133312e-01 3.884212163968921074e-03
1.927764211376753110e+03 5.189067784729165522e-01 3.885190871036382516e-03
1.927770693739619674e+03 5.055966948070603761e-01 3.861017033499841798e-03
1.927777175980322909e+03 4.752606449304146441e-01 3.726883018526133597e-03
1.927783658098859178e+03 4.217364701962939000e-01 3.513737290964574333e-03
1.927790140095224160e+03 3.656659832882804273e-01 3.291019419317503525e-03
1.927796621969414673e+03 3.071328359986186252e-01 3.010612101996002106e-03
1.927803103721426169e+03 2.815559470838618350e-01 2.905742287827778759e-03
1.927809585351255009e+03 3.035662665819894301e-01 3.005892010514806499e-03
1.927816066858897329e+03 3.652515118037360509e-01 3.294447394668290931e-03
1.927822548244349264e+03 4.449427574363413740e-01 3.603631237478817795e-03
1.927829029507606492e+03 5.209257796177673150e-01 3.891391078901543406e-03
1.927835510648665604e+03 5.831078818225439164e-01 4.113489003514542511e-03
1.927841991667522507e+03 6.337475414530013840e-01 4.300087388613987524e-03
1.927848472564173107e+03 6.692609845193622231e-01 4.424994205505652228e-03
1.927854953338613768e+03 7.002398609593012413e-01 4.508633400584650258e-03
1.927861433990840396e+03 7.166802676505383829e-01 4.543716970494770212e-03
1.927867914520849354e+03 7.404010312021300777e-01 4.664158213565099478e-03
1.927874394928636320e+03 7.480331808929738813e-01 4.678110381701185497e-03
1.927880875214197431e+03 7.651792366645779886e-01 4.699907201686908190e-03
1.927887355377529047e+03 7.724976260268241468e-01 4.724329712457097860e-03
1.927893835418627305e+03 7.794426547795469951e-01 4.765268252888348738e-03
1.927900315337487882e+03 7.895565101910166916e-01 4.767940529237019685e-03
1.927906795134107369e+03 7.938510123154952636e-01 4.775483857359616099e-03
1.927913274808481674e+03 7.913349285991597704e-01 4.782807247137938617e-03
1.927919754360606703e+03 7.942694908198253412e-01 4.782721255217392553e-03
1.927926233790478591e+03 8.035185822482460161e-01 4.816675024164274177e-03
1.927932713098093700e+03 8.088175898171309219e-01 4.874450783482278844e-03
1.927939192283447710e+03 8.105641566731487391e-01 4.838611385791152103e-03
1.927945671346536983e+03 8.124465664552027455e-01 4.827216870424053639e-03
1.927952150287357881e+03 8.157816089159770634e-01 4.858822792792458906e-03
1.927958629105905857e+03 8.056643651728885303e-01 4.805434168422224005e-03
1.927965107802177499e+03 8.067953044180049549e-01 4.808933626893345872e-03
1.927971586376168489e+03 8.107620494797767030e-01 4.871594341393294635e-03
1.927978064827875414e+03 8.043442560280285036e-01 4.810709817276129403e-03
1.927984543157293956e+03 8.012214204225202030e-01 4.822409994907564910e-03
1.927991021364420476e+03 7.913624995271214546e-01 4.798555640659893547e-03
1.927997499449250881e+03 7.898532590525095820e-01 4.770410076407967728e-03
1.928003977411781534e+03 7.804148228252860697e-01 4.746121425961462130e-03
1.928010455252008114e+03 7.817879597225291244e-01 4.740366364913408716e-03
1.928016932969926984e+03 7.885172290990010158e-01 4.790012008876126139e-03
1.928023410565534050e+03 7.953580107204581973e-01 4.822089555727221942e-03
1.928029888038825902e+03 7.918669723677264072e-01 4.780727737887761550e-03
1.928036365389797993e+03 7.916249338891041543e-01 4.777726712715309881e-03
1.928042842618446684e+03 7.884596787775528526e-01 4.747232187291730403e-03
1.928049319724768338e+03 7.928577520166376624e-01 4.809878845134321970e-03
1.928055796708758407e+03 7.906125060620166067e-01 4.773742578620822352e-03
1.928062273570413709e+03 7.887651745146824211e-01 4.760228130802210238e-03
1.928068750309729694e+03 7.783827320035276998e-01 4.769548243613750890e-03
1.928075226926702953e+03 7.794625091736619993e-01 4.796523891014278437e-03
1.928081703421329394e+03 7.731431490716305088e-01 4.715555198472043234e-03
1.928088179793604922e+03 7.642216730770239330e-01 4.699608523194957928e-03
1.928094656043526129e+03 7.647475622943160634e-01 4.685174283285507314e-03
1.928101132171088693e+03 7.526637324342807522e-01 4.645801960124753757e-03
1.928107608176288522e+03 7.364580048541953250e-01 4.623367108550513818e-03
1.928114084059122206e+03 7.257398450911403121e-01 4.618483144697439410e-03
1.928120559819585651e+03 7.119569973098562876e-01 4.559603974014168545e-03
1.928127035457674992e+03 7.003722891405115281e-01 4.532257919367164468e-03
1.928133510973385910e+03 6.997207511976153427e-01 4.490849814038203915e-03
1.928139986366715448e+03 7.051246176620074024e-01 4.535045887382731233e-03
1.928146461637658604e+03 7.047841934513824347e-01 4.502667011319067339e-03
1.928152936786212194e+03 7.048005760643027973e-01 4.509761262801602680e-03
1.928159411812372127e+03 6.944824350190605955e-01 4.473934459059002340e-03
1.928165886716134310e+03 6.841394597540795264e-01 4.437663161296693561e-03
1.928172361497495103e+03 6.682087075006305499e-01 4.392088411205021144e-03
1.928178836156450416e+03 6.574252414844672376e-01 4.370304714873303117e-03
1.928185310692996609e+03 6.398075311183096803e-01 4.314656063173250532e-03
1.928191785107129363e+03 6.092706217100674060e-01 4.195793587989935132e-03
1.928198259398845266e+03 5.730061627381892730e-01 4.077780547761113844e-03
1.928204733568139773e+03 5.273395443861232934e-01 3.944582501903088831e-03
1.928211207615009698e+03 4.691013767556692637e-01 3.713782932948801220e-03
1.928217681539450496e+03 4.059345573955083775e-01 3.434712969565098702e-03
1.928224155341458754e+03 3.615619383080039828e-01 3.244175964109246614e-03
1.928230629021030381e+03 3.550845453661902740e-01 3.220629241862963277e-03
1.928237102578161512e+03 3.762995243278685065e-01 3.310947796313384438e-03
1.928243576012848052e+03 4.199288767998645144e-01 3.493945644573789346e-03
1.928250049325086366e+03 4.637119794173280019e-01 3.677916790123520255e-03
1.928256522514872358e+03 4.985732291089221557e-01 3.799083047667449389e-03
1.928262995582202393e+03 5.145821658135073529e-01 3.848486248674431228e-03
1.928269468527072149e+03 5.225997925659920940e-01 3.898707868223780151e-03
1.928275941349477989e+03 5.267049854501206774e-01 3.910789429187876663e-03
1.928282414049416047e+03 5.244755769031377302e-01 3.915733291748725239e-03
1.928288886626882231e+03 5.159826446544506506e-01 3.899267166940353999e-03
1.928295359081872903e+03 5.143084768552846908e-01 3.871476721581518492e-03
1.928301831414383969e+03 5.042136377534034430e-01 3.824414126336617755e-03
1.928308303624411565e+03 4.880664443792177565e-01 3.777335584092394397e-03
1.928314775711951597e+03 4.734939534319358434e-01 3.710202197827120255e-03
1.928321247677000656e+03 4.534602982032185370e-01 3.640437041550056638e-03
1.928327719519554421e+03 4.357047075271038850e-01 3.557815058536216869e-03
1.928334191239609027e+03 4.122315694648991391e-01 3.454697117784829262e-03
1.928340662837160835e+03 3.850830328686941639e-01 3.365755024244301234e-03
1.928347134312205526e+03 3.529342992956348568e-01 3.211206023010673531e-03
1.928353605664739462e+03 3.148918378040265753e-01 3.043949738906564194e-03
1.928360076894758777e+03 2.869945978239129558e-01 2.913781824700991795e-03
1.928366548002259606e+03 2.519372505664129180e-01 2.731629949518039023e-03
1.928373018987238083e+03 2.333722820796273467e-01 2.653775365757787483e-03
1.928379489849689890e+03 2.293184039122714013e-01 2.606813701674735601e-03
1.928385960589611386e+03 2.252326545188714224e-01 2.592645317360865211e-03
1.928392431206998936e+03 2.245597577293152458e-01 2.613870040261732225e-03
1.928398901701848217e+03 2.166267605698790621e-01 2.537767840431797307e-03
1.928405372074155594e+03 2.022411926385486725e-01 2.465611135283484433e-03
1.928411842323916972e+03 1.868577520275321313e-01 2.342609008829218010e-03
1.928418312451128713e+03 1.649589339498725438e-01 2.226105431686099551e-03
1.928424782455786726e+03 1.447455121234176023e-01 2.086967780257426280e-03
1.928431252337887145e+03 1.294481482825392549e-01 1.976849277924130031e-03
1.928437722097425876e+03 1.117565702585042176e-01 1.842424828275318616e-03
1.928444191734399510e+03 9.496972119408125801e-02 1.733397126706754700e-03
1.928450661248803499e+03 7.724959310582163452e-02 1.560762853517455324e-03
1.928457130640634659e+03 5.837765815464496244e-02 1.373165842956571275e-03
1.928463599909888444e+03 4.482533604627020329e-02 1.224659029451178162e-03
1.928470069056561670e+03 3.277009353164705291e-02 1.071199624176203020e-03
1.928476538080649561e+03 2.008873866109319589e-02 8.769986804331384713e-04
1.928483006982148709e+03 1.356336248554455837e-02 7.442931800333490522e-04
1.928489475761055246e+03 9.845885819892282939e-03 6.586397332427844495e-04
1.928495944417365308e+03 6.002750171861005735e-03 5.646359749649381733e-04
1.928502412951074803e+03 4.419400843130237913e-03 5.277802927136630330e-04
1.928508881362179864e+03 2.471430993651591284e-03 4.718064063651536736e-04
1.928515349650676626e+03 3.396665413347097102e-03 5.111590524096011438e-04
1.928521817816561224e+03 2.511370705036695440e-03 4.564882725219186169e-04
1.928528285859829793e+03 1.319273430472931103e-03 4.267118092613746290e-04
1.928534753780478468e+03 -2.264692038847900490e-04 4.257161782985586715e-04
1.928541221578503155e+03 1.228853635420675840e-04 5.210720322850563840e-04
1.928547689253899989e+03 3.609201353996930543e-03 6.102535956008911435e-04
1.928554156806665105e+03 1.789935435439811038e-03 5.119416166039755843e-04
1.928560624236794865e+03 3.218590094624114439e-03 5.988514077848449161e-04
1.928567091544284949e+03 3.892906112643057873e-03 5.835303666101438998e-04
1.928573558729131719e+03 2.650129163383520021e-04 3.972293461430064301e-04
1.928580025791331309e+03 3.179046840357664574e-03 5.495008625672753852e-04
1.928586492730879627e+03 2.514413573487952070e-03 4.954062822932214522e-04
1.928592959547773035e+03 1.340443959512118820e-03 4.577632309118940721e-04
1.928599426242007212e+03 1.576034947590594561e-03 4.858894050878427009e-04
1.928605892813578748e+03 1.438911737077886973e-03 4.391983697530268808e-04
1.928612359262483551e+03 4.072866898271660686e-04 5.015290905109042342e-04
1.928618825588717300e+03 4.969071112735553566e-04 4.360730033434071862e-04
1.928625291792277039e+03 2.741590400573004150e-04 4.767669992433594384e-04
1.928631757873157994e+03 8.691317193585601161e-04 4.367936343513597339e-04
1.928638223831356754e+03 1.029404276871072766e-03 4.117720905321442006e-04
1.928644689666869226e+03 1.531178776391333395e-03 4.454314126619962470e-04
1.928651155379691318e+03 1.071589751256255734e-03 4.500726276781202915e-04
1.928657620969819845e+03 2.434844155387643101e-03 4.920371687781983049e-04
1.928664086437250035e+03 1.865730804434225301e-03 4.576337322813503992e-04
1.928670551781978475e+03 2.134341867566384721e-03 4.800472508894124829e-04
1.928677017004001300e+03 3.751507499345988449e-03 6.175369612103100408e-04
1.928683482103314645e+03 1.887377103172488760e-03 5.662834476171653376e-04
1.928689947079914191e+03 -1.333984389135902185e-04 6.110157545595236049e-04
1.928696411933796526e+03 1.943842525617081856e-03 7.133242341328188078e-04
1.928702876664957330e+03 1.923228008738535636e-03 7.596803088404590568e-04
1.928709341273393193e+03 8.782009931112812412e-04 7.284719380477645313e-04
1.928715805759099567e+03 3.622060088255432339e-03 8.760531944001215526e-04
1.928722270122073269e+03 3.405284215605466382e-03 6.890409175293226232e-04
1.928728734362309979e+03 1.533657149835410041e-03 5.553606594243563422e-04
1.928735198479805831e+03 2.241898346670721624e-03 5.870412864727737315e-04
1.928741662474557188e+03 2.939706051910606285e-03 5.184428584010890685e-04
1.928748126346559729e+03 8.611541393631855310e-04 4.273189396735388944e-04
1.928754590095809817e+03 1.401522077658563922e-03 4.680580961044642678e-04
1.928761053722303586e+03 3.413710073582237013e-03 5.460723800374078871e-04
1.928767517226037171e+03 3.175620439071962040e-03 5.656646535328104528e-04
1.928773980607006706e+03 3.194573178811217166e-03 5.121632098443897442e-04
1.928780443865207872e+03 1.545719024046870700e-03 4.376698276414218275e-04
1.928786907000637484e+03 2.222726859651054723e-03 4.503892965758694812e-04
1.928793370013290769e+03 3.620269357203670900e-03 5.009838801246955468e-04
1.928799832903164770e+03 6.106897457400458674e-03 5.863456302843373606e-04
1.928806295670254713e+03 5.014025253473051655e-03 5.307345641687958183e-04
1.928812758314557414e+03 6.958798703143006040e-03 5.990727482855467793e-04
1.928819220836068553e+03 1.235041488507978083e-02 7.418181605711379745e-04
1.928825683234784492e+03 1.769801076475991872e-02 8.442394556234901004e-04
1.928832145510701139e+03 2.836262836916600416e-02 1.012799239041665793e-03
1.928838607663814855e+03 3.686013803023505120e-02 1.147751881996212850e-03
1.928845069694121321e+03 4.646673544174144410e-02 1.268318355075462138e-03
1.928851531601616898e+03 5.948068654686208823e-02 1.403220849938414949e-03
1.928857993386297949e+03 7.372133368341783621e-02 1.545647897936329061e-03
1.928864455048159925e+03 9.081672795283074473e-02 1.731635768204282120e-03
1.928870916587199645e+03 1.066395375764550291e-01 1.863870725065258378e-03
1.928877378003412787e+03 1.254977216963597264e-01 1.989439834612862293e-03
1.928883839296795941e+03 1.431217447409257604e-01 2.120735791426936467e-03
1.928890300467344559e+03 1.660453826910734398e-01 2.259446088670397437e-03
1.928896761515054777e+03 1.856272063800195049e-01 2.363795624707596549e-03
1.928903222439923184e+03 2.032638665294352331e-01 2.455509797204004883e-03
1.928909683241945686e+03 2.257815229777871968e-01 2.601255520686555738e-03
1.928916143921118191e+03 2.474781379326863873e-01 2.704254277654090377e-03
1.928922604477437289e+03 2.715305099035013603e-01 2.853988527364996301e-03
1.928929064910898660e+03 2.934421277615927304e-01 2.936034737689531115e-03
1.928935525221498210e+03 3.098079500077464132e-01 3.023906314481127153e-03
1.928941985409232984e+03 3.255415312518544213e-01 3.085374515591259026e-03
1.928948445474097980e+03 3.477708585384805540e-01 3.188708131491320603e-03
1.928954905416090014e+03 3.708983632250606455e-01 3.285725660987269450e-03
1.928961365235204767e+03 3.874270798497486679e-01 3.376254679677127488e-03
1.928967824931438827e+03 4.068642675179863777e-01 3.440606084635851412e-03
1.928974284504787875e+03 4.258936084773258801e-01 3.502103812979187776e-03
1.928980743955248272e+03 4.430656040080209745e-01 3.572749221270634691e-03
1.928987203282816154e+03 4.595518224214882319e-01 3.639216259691099159e-03
1.928993662487487427e+03 4.743840557585967677e-01 3.694951679704646871e-03
1.929000121569257999e+03 4.875229930599633277e-01 3.785887645909235318e-03
1.929006580528124459e+03 5.031788327833647267e-01 3.834909601721140857e-03
1.929013039364082942e+03 5.123186266957119317e-01 3.855625206742990894e-03
1.929019498077129128e+03 5.298378443102722546e-01 3.909925276207434387e-03
1.929025956667259152e+03 5.487245065329819926e-01 3.995054720220938063e-03
1.929032415134469829e+03 5.549535066765486357e-01 3.984271899013467136e-03
1.929038873478756386e+03 5.678694403460466944e-01 4.092130958698523592e-03
1.929045331700115185e+03 5.858357809299646890e-01 4.112967820741234015e-03
1.929051789798542814e+03 5.926515614365559514e-01 4.149828420123422533e-03
1.929058247774034498e+03 6.019053210602296478e-01 4.152141160590861607e-03
1.929064705626587056e+03 6.229778889183635870e-01 4.226242150090187520e-03
1.929071163356196848e+03 6.323104645140444902e-01 4.249949960535709392e-03
1.929077620962858873e+03 6.382718427920035520e-01 4.412650282610406163e-03
1.929084078446570402e+03 6.540882886662000573e-01 4.430332643562745996e-03
1.929090535807326887e+03 6.638433806260126691e-01 4.341572170563019577e-03
1.929096993045124691e+03 6.705005780509505353e-01 4.393980074413863547e-03
1.929103450159959721e+03 6.794393067927555485e-01 4.410273409984931565e-03
1.929109907151828111e+03 6.911892572536679769e-01 4.440821572016780475e-03
1.929116364020725996e+03 7.014973106526527502e-01 4.472082940268231818e-03
1.929122820766649966e+03 7.121472937628865463e-01 4.522181882564567552e-03
1.929129277389595245e+03 7.164526453872356315e-01 4.541182729731545534e-03
1.929135733889558651e+03 7.260167053498705059e-01 4.574738785338168696e-03
